,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
146,HENGELO,M, 0 t/m  4 jaar,"104,31513630563805","1888,77"
147,HEUMEN,M, 0 t/m  4 jaar,"110,46035120147873","324,6"
148,HEUSDEN,M, 0 t/m  4 jaar,"83,42673433445535","959,59"
149,HILLEGOM,M, 0 t/m  4 jaar,"122,91299236840632","535,93"
150,HILVARENBEEK,M, 0 t/m  4 jaar,"59,54236685970085","281,47"
151,HILVERSUM,M, 0 t/m  4 jaar,"58,52441217182563","2174,53"
152,HOF VAN TWENTE,M, 0 t/m  4 jaar,"123,17047642485922","690,77"
153,HOLLANDS KROON,M, 0 t/m  4 jaar,"144,74182444061964","1051,61"
154,HOOGEVEEN,M, 0 t/m  4 jaar,"114,93684348739495","1370,88"
155,HOORN,M, 0 t/m  4 jaar,"109,35146780451583","1912,38"
156,HORST AAN DE MAAS,M, 0 t/m  4 jaar,"99,36999862819516","874,76"
157,HOUTEN,M, 0 t/m  4 jaar,"86,63150984047762","1378,49"
158,HUIZEN,M, 0 t/m  4 jaar,"86,15355273566607","922,81"
159,HULST,M, 0 t/m  4 jaar,"77,91281595576619","405,12"
160,IJSSELSTEIN,M, 0 t/m  4 jaar,"98,81511132769442","861,87"
161,KAAG EN BRAASSEM,M, 0 t/m  4 jaar,"98,33450010195065","588,52"
162,KAMPEN,M, 0 t/m  4 jaar,"45,19290180683606","1564,06"
163,KAPELLE,M, 0 t/m  4 jaar,"193,78829370586243","324,27"
164,KATWIJK,M, 0 t/m  4 jaar,"85,15464389372629","1791,6"
165,KERKRADE,M, 0 t/m  4 jaar,"131,1509495249475","862,01"
166,KOGGENLAND,M, 0 t/m  4 jaar,"82,62085443945331","523,15"
167,KOLLUMERLAND CA,M, 0 t/m  4 jaar,"327,50001543829313","323,87"
168,KORENDIJK,M, 0 t/m  4 jaar,"153,0679989618479","231,18"
169,KRIMPEN AAN DEN IJSSEL,M, 0 t/m  4 jaar,"80,87661185377972","676,24"
170,KRIMPENERWAARD,M, 0 t/m  4 jaar,"117,57070864630079","1250,13"
171,LAARBEEK,M, 0 t/m  4 jaar,"90,78862849920225","482,61"
172,LANDERD,M, 0 t/m  4 jaar,"174,53254251822207","349,85"
173,LANDGRAAF,M, 0 t/m  4 jaar,"127,87821556010094","669,79"
174,LANDSMEER,M, 0 t/m  4 jaar,"65,83306628436499","237,16"
175,LANGEDIJK,M, 0 t/m  4 jaar,"98,3210623900607","631,03"
176,LANSINGERLAND,M, 0 t/m  4 jaar,"93,8770411075139","1979,93"
177,LAREN,M, 0 t/m  4 jaar,"54,93611333867949","187,05"
178,LEEK,M, 0 t/m  4 jaar,"73,75998569214259","419,35"
179,LEERDAM,M, 0 t/m  4 jaar,"104,21047454633049","498,16"
180,LEEUWARDEN,M, 0 t/m  4 jaar,"97,54938812662239","2966,3"
181,LEIDEN,M, 0 t/m  4 jaar,"116,8303705305916","2727,71"
182,LEIDERDORP,M, 0 t/m  4 jaar,"86,2789917040968","625,61"
183,LEIDSCHENDAM-VOORBURG,M, 0 t/m  4 jaar,"99,17156675575919","1885,68"
184,LELYSTAD,M, 0 t/m  4 jaar,"94,7804867577469","2096,32"
185,LEUDAL,M, 0 t/m  4 jaar,"85,23881516587677","633,0"
186,LEUSDEN,M, 0 t/m  4 jaar,"94,19622241025715","697,27"
187,LINGEWAAL,M, 0 t/m  4 jaar,"88,60722859429181","224,94"
188,LINGEWAARD,M, 0 t/m  4 jaar,"90,0732774754542","1041,93"
189,LISSE,M, 0 t/m  4 jaar,"97,51050114766642","522,8"
190,LOCHEM,M, 0 t/m  4 jaar,"107,3672152078309","563,92"
191,LOON OP ZAND,M, 0 t/m  4 jaar,"56,982493214825865","482,67"
192,LOPIK,M, 0 t/m  4 jaar,"51,44967353247327","317,03"
193,LOPPERSUM,M, 0 t/m  4 jaar,"64,37980450952139","256,79"
194,LOSSER,M, 0 t/m  4 jaar,"91,26045232009012","461,62"
195,MAASDRIEL,M, 0 t/m  4 jaar,"93,28123280132087","526,93"
196,MAASGOUW,M, 0 t/m  4 jaar,"121,95735184086277","387,59"
197,MAASSLUIS,M, 0 t/m  4 jaar,"159,25761339092873","740,8"
198,MAASTRICHT,M, 0 t/m  4 jaar,"144,56502573166293","1923,7"
199,MARUM,M, 0 t/m  4 jaar,"52,13876465611024","248,19"
200,MEDEMBLIK,M, 0 t/m  4 jaar,"127,05356153355568","956,47"
201,MEERSSEN,M, 0 t/m  4 jaar,"78,86954549578155","330,69"
202,MEIERIJSTAD,M, 0 t/m  4 jaar,"117,23743820025881","1808,26"
203,MEPPEL,M, 0 t/m  4 jaar,"90,21038673495455","822,01"
204,MIDDELBURG,M, 0 t/m  4 jaar,"90,33494337539567","1159,39"
205,MIDDEN-DELFLAND,M, 0 t/m  4 jaar,"81,39270716394329","481,02"
206,MIDDEN-DRENTHE,M, 0 t/m  4 jaar,"99,52435998305393","660,92"
207,MIDDEN-GRONINGEN,M, 0 t/m  4 jaar,"82,52944858886745","1341,83"
208,MILL EN SINT HUBERT,M, 0 t/m  4 jaar,"59,37840724165989","196,64"
209,MOERDIJK,M, 0 t/m  4 jaar,"95,11411034136187","835,77"
210,MOLENWAARD,M, 0 t/m  4 jaar,"57,974103467501806","842,97"
211,MONTFERLAND,M, 0 t/m  4 jaar,"104,37656173033005","669,93"
212,MONTFOORT,M, 0 t/m  4 jaar,"114,34684236698159","361,98"
213,MOOK EN MIDDELAAR,M, 0 t/m  4 jaar,"146,73827345309383","120,24"
214,NEDER-BETUWE,M, 0 t/m  4 jaar,"89,02678601249121","598,82"
215,NEDERWEERT,M, 0 t/m  4 jaar,"145,79516250944823","304,29"
216,NEERIJNEN,M, 0 t/m  4 jaar,"80,17952276188865","295,45"
217,NIEUWEGEIN,M, 0 t/m  4 jaar,"88,28815516499003","1532,82"
218,NIEUWKOOP,M, 0 t/m  4 jaar,"85,46686455658207","599,66"
219,NIJKERK,M, 0 t/m  4 jaar,"74,82982439033039","1128,07"
220,NIJMEGEN,M, 0 t/m  4 jaar,"101,49655070762478","3799,33"
221,NISSEWAARD,M, 0 t/m  4 jaar,"125,57305876860832","1927,9"
222,NOORD-BEVELAND,M, 0 t/m  4 jaar,"152,6970314978473","132,39"
223,NOORDENVELD,M, 0 t/m  4 jaar,"79,76505421581545","629,89"
224,NOORDOOSTPOLDER,M, 0 t/m  4 jaar,"75,19111518133629","1288,49"
225,NOORDWIJK,M, 0 t/m  4 jaar,"78,25087624696684","519,26"
226,NOORDWIJKERHOUT,M, 0 t/m  4 jaar,"57,75985156877405","361,11"
227,NUENEN CA,M, 0 t/m  4 jaar,"101,54002907901312","440,18"
228,NUNSPEET,M, 0 t/m  4 jaar,"113,11290982161744","709,15"
229,NUTH,M, 0 t/m  4 jaar,"164,21253023328393","256,34"
230,OEGSTGEEST,M, 0 t/m  4 jaar,"128,45215399394073","541,32"
231,OIRSCHOT,M, 0 t/m  4 jaar,"74,81215485022592","358,54"
232,OISTERWIJK,M, 0 t/m  4 jaar,"63,736196670036044","524,33"
233,OLDAMBT,M, 0 t/m  4 jaar,"100,54558594462608","712,61"
234,OLDEBROEK,M, 0 t/m  4 jaar,"112,51183077996741","601,82"
235,OLDENZAAL,M, 0 t/m  4 jaar,"83,92766040181465","771,5"
236,OLST-WIJHE,M, 0 t/m  4 jaar,"64,7105022339452","371,54"
237,OMMEN,M, 0 t/m  4 jaar,"47,76919025044294","417,66"
238,ONDERBANKEN,M, 0 t/m  4 jaar,"78,39140056907999","126,52"
239,OOST GELRE,M, 0 t/m  4 jaar,"78,5618284885637","606,84"
240,OOSTERHOUT,M, 0 t/m  4 jaar,"106,29091101172658","1135,88"
241,OOSTSTELLINGWERF,M, 0 t/m  4 jaar,"112,33841726091181","545,51"
242,OOSTZAAN,M, 0 t/m  4 jaar,"61,778668722693396","194,55"
243,OPMEER,M, 0 t/m  4 jaar,"95,3451616910273","241,51"
244,OPSTERLAND,M, 0 t/m  4 jaar,"59,14792487484077","675,14"
245,OSS,M, 0 t/m  4 jaar,"148,80559269898572","1966,85"
246,OUD-BEIJERLAND,M, 0 t/m  4 jaar,"108,34975824323416","595,64"
247,OUDE IJSSELSTREEK,M, 0 t/m  4 jaar,"93,94807666499933","819,67"
248,OUDER-AMSTEL,M, 0 t/m  4 jaar,"59,156721399012156","299,64"
249,OUDEWATER,M, 0 t/m  4 jaar,"39,421362013411134","229,66"
250,OVERBETUWE,M, 0 t/m  4 jaar,"79,83656593245475","1193,57"
251,PAPENDRECHT,M, 0 t/m  4 jaar,"128,76992361747634","818,25"
252,PEEL EN MAAS,M, 0 t/m  4 jaar,"77,87746280419363","837,46"
253,PEKELA,M, 0 t/m  4 jaar,"92,94977372208622","269,58"
254,PIJNACKER-NOOTDORP,M, 0 t/m  4 jaar,"113,36373133708783","1445,38"
255,PURMEREND,M, 0 t/m  4 jaar,"122,71970033723913","1687,23"
256,PUTTEN,M, 0 t/m  4 jaar,"138,36979937314052","628,53"
257,RAALTE,M, 0 t/m  4 jaar,"84,63002572086097","812,57"
258,REIMERSWAAL,M, 0 t/m  4 jaar,"107,12561576354679","714,56"
259,RENKUM,M, 0 t/m  4 jaar,"125,56390807565683","619,64"
260,RENSWOUDE,M, 0 t/m  4 jaar,"63,740442655935624","159,04"
261,REUSEL-DE MIERDEN,M, 0 t/m  4 jaar,"163,9111227824463","342,72"
262,RHEDEN,M, 0 t/m  4 jaar,"102,20343404585473","889,33"
263,RHENEN,M, 0 t/m  4 jaar,"113,13275929549901","511,0"
264,RIDDERKERK,M, 0 t/m  4 jaar,"93,43405896134323","1024,4"
265,RIJSSEN-HOLTEN,M, 0 t/m  4 jaar,"121,46671292845701","1167,27"
266,RIJSWIJK,M, 0 t/m  4 jaar,"92,85858241813015","1203,74"
267,ROERDALEN,M, 0 t/m  4 jaar,"131,47087391523579","376,81"
268,ROERMOND,M, 0 t/m  4 jaar,"163,39607076438892","1258,26"
269,ROOSENDAAL,M, 0 t/m  4 jaar,"142,19740027247036","1776,34"
270,ROTTERDAM,M, 0 t/m  4 jaar,"120,9685911029625","17131,77"
271,ROZENDAAL,M, 0 t/m  4 jaar,"88,93415787559114","27,49"
272,RUCPHEN,M, 0 t/m  4 jaar,"167,41327884637965","425,79"
273,S GRAVENHAGE,M, 0 t/m  4 jaar,"121,48785404614397","14623,8"
274,S HERTOGENBOSCH,M, 0 t/m  4 jaar,"87,3571955926947","3914,41"
275,SCHAGEN,M, 0 t/m  4 jaar,"73,53715608879162","1023,52"
276,SCHERPENZEEL,M, 0 t/m  4 jaar,"92,06905609511631","289,33"
277,SCHIEDAM,M, 0 t/m  4 jaar,"134,56322655384307","1985,4"
278,SCHIERMONNIKOOG,M, 0 t/m  4 jaar,"22,64692482915718","17,56"
279,SCHINNEN,M, 0 t/m  4 jaar,"42,88371671798588","220,84"
280,SCHOUWEN-DUIVELAND,M, 0 t/m  4 jaar,"107,69887468841405","694,03"
281,SIMPELVELD,M, 0 t/m  4 jaar,"150,27211694639956","184,7"
282,SINT ANTHONIS,M, 0 t/m  4 jaar,"104,15935480956038","221,33"
283,SINT-MICHIELSGESTEL,M, 0 t/m  4 jaar,"118,52998594159371","625,96"
284,SITTARD-GELEEN,M, 0 t/m  4 jaar,"89,51245615111345","1793,09"
285,SLIEDRECHT,M, 0 t/m  4 jaar,"87,94474500468874","693,15"
286,SLUIS,M, 0 t/m  4 jaar,"100,17942727776307","415,21"
287,SMALLINGERLAND,M, 0 t/m  4 jaar,"91,73197572389587","1367,6"
288,SOEST,M, 0 t/m  4 jaar,"78,00589254095267","1033,51"
289,SOMEREN,M, 0 t/m  4 jaar,"109,41770926232643","392,45"
290,SON EN BREUGEL,M, 0 t/m  4 jaar,"92,49540942597866","375,77"
291,STADSKANAAL,M, 0 t/m  4 jaar,"137,76586289571338","654,83"
292,STAPHORST,M, 0 t/m  4 jaar,"27,422841955667117","541,81"
293,STEDE BROEC,M, 0 t/m  4 jaar,"71,37109228577856","533,56"
294,STEENBERGEN,M, 0 t/m  4 jaar,"157,55061825400108","483,62"
295,STEENWIJKERLAND,M, 0 t/m  4 jaar,"47,785163857187726","955,1"
296,STEIN,M, 0 t/m  4 jaar,"94,23537031392867","393,72"
297,STICHTSE VECHT,M, 0 t/m  4 jaar,"74,18352794644247","1605,75"
298,STRIJEN,M, 0 t/m  4 jaar,"156,20510372915874","157,14"
299,SUDWEST-FRYSLAN,M, 0 t/m  4 jaar,"72,40578873151317","2077,83"
300,TEN BOER,M, 0 t/m  4 jaar,"108,71165838706267","189,22"
301,TERNEUZEN,M, 0 t/m  4 jaar,"115,3379696107967","1065,51"
302,TERSCHELLING,M, 0 t/m  4 jaar,"33,636712940009915","80,68"
303,TEXEL,M, 0 t/m  4 jaar,"120,07166212534061","256,9"
304,TEYLINGEN,M, 0 t/m  4 jaar,"90,21397567887507","836,31"
305,THOLEN,M, 0 t/m  4 jaar,"124,71003372420408","646,42"
306,TIEL,M, 0 t/m  4 jaar,"131,94040888212868","999,31"
307,TILBURG,M, 0 t/m  4 jaar,"93,32123823790458","4979,98"
308,TUBBERGEN,M, 0 t/m  4 jaar,"64,34746135101666","500,66"
309,TWENTERAND,M, 0 t/m  4 jaar,"97,92166136856116","909,13"
310,TYNAARLO,M, 0 t/m  4 jaar,"110,60309038698209","731,3"
311,TYTSJERKSTERADIEL,M, 0 t/m  4 jaar,"67,8550342573904","728,31"
312,UDEN,M, 0 t/m  4 jaar,"114,07071589343904","893,01"
313,UITGEEST,M, 0 t/m  4 jaar,"77,31444481755092","357,36"
314,UITHOORN,M, 0 t/m  4 jaar,"91,23721573257114","643,76"
315,URK,M, 0 t/m  4 jaar,"87,61614156752555","836,35"
316,UTRECHT,M, 0 t/m  4 jaar,"93,97617133603616","10349,72"
317,UTRECHTSE HEUVELRUG,M, 0 t/m  4 jaar,"120,56949156337822","893,13"
318,VAALS,M, 0 t/m  4 jaar,"157,85109386026818","113,36"
319,VALKENBURG AAN DE GEUL,M, 0 t/m  4 jaar,"63,16401395181013","249,43"
320,VALKENSWAARD,M, 0 t/m  4 jaar,"61,05931166551412","563,97"
321,VEENDAM,M, 0 t/m  4 jaar,"129,14884132551052","610,18"
322,VEENENDAAL,M, 0 t/m  4 jaar,"99,35736454269613","1730,25"
323,VEERE,M, 0 t/m  4 jaar,"132,8877223914089","499,12"
324,VELDHOVEN,M, 0 t/m  4 jaar,"81,8758373817438","977,75"
325,VELSEN,M, 0 t/m  4 jaar,"86,37581345286398","1412,19"
326,VENLO,M, 0 t/m  4 jaar,"141,43650069059157","2135,85"
327,VENRAY,M, 0 t/m  4 jaar,"98,42743247975937","970,82"
328,VIANEN,M, 0 t/m  4 jaar,"86,12536835235251","505,63"
329,VLAARDINGEN,M, 0 t/m  4 jaar,"129,90158240284808","1730,28"
330,VLIELAND,M, 0 t/m  4 jaar,"29,296556570625437","14,23"
331,VLISSINGEN,M, 0 t/m  4 jaar,"94,34882819863027","954,94"
332,VOERENDAAL,M, 0 t/m  4 jaar,"163,9880590339893","223,6"
333,VOORSCHOTEN,M, 0 t/m  4 jaar,"80,53679845266194","610,08"
334,VOORST,M, 0 t/m  4 jaar,"87,97774091505285","518,44"
335,VUGHT,M, 0 t/m  4 jaar,"66,21383733008174","664,29"
336,WAADHOEKE,M, 0 t/m  4 jaar,"91,30163794524665","1031,17"
337,WAALRE,M, 0 t/m  4 jaar,"96,01082214562896","414,89"
338,WAALWIJK,M, 0 t/m  4 jaar,"113,87806246837481","1086,95"
339,WADDINXVEEN,M, 0 t/m  4 jaar,"81,80979020979021","643,5"
340,WAGENINGEN,M, 0 t/m  4 jaar,"56,542584401852594","671,49"
341,WASSENAAR,M, 0 t/m  4 jaar,"118,59082846636383","462,3"
342,WATERLAND,M, 0 t/m  4 jaar,"80,67968206390836","373,66"
343,WEERT,M, 0 t/m  4 jaar,"109,82508043873807","972,79"
