GEMEENTENAAM,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN
GELDROP-MIERLO,"280,1845436921268"
GEMERT-BAKEL,"240,7894675469681"
GENNEP,"248,14072427601423"
GIESSENLANDEN,"251,23338194220966"
GILZE EN RIJEN,"252,77627503253595"
GOEREE-OVERFLAKKEE,"297,0418075195756"
GOES,"297,9639950586883"
GOIRLE,"250,31050558215176"
GOOISE MEREN,"246,50049495768565"
GORINCHEM,"267,0823507469177"
GOUDA,"263,7844398503694"
GRAVE,"250,33570817237631"
GRONINGEN,"218,51307278375427"
GROOTEGAST,"226,1441798647153"
GULPEN-WITTEM,"298,1264433921918"
HAAKSBERGEN,"231,80410204808888"
HAAREN,"218,92121823520213"
HAARLEM,"230,08300882341018"
HAARLEMMERLIEDE CA,"253,62265795998437"
HAARLEMMERMEER,"229,02475876430935"
HALDERBERGE,"316,42013704582774"
HARDENBERG,"237,1317424509042"
HARDERWIJK,"254,02135208647437"
HARDINXVELD-GIESSENDAM,"248,41487500614983"
HAREN,"245,32109864691603"
HARLINGEN,"269,11119737364635"
HATTEM,"252,77049013199328"
HEEMSKERK,"255,36503819881867"
HEEMSTEDE,"273,73433694070565"
HEERDE,"274,21388243288874"
HEERENVEEN,"250,60176110140284"
HEERHUGOWAARD,"225,3753254849907"
HEERLEN,"354,52195165377736"
HEEZE-LEENDE,"259,9356825032577"
HEILOO,"217,65317060742217"
HELLENDOORN,"257,4109124882689"
HELLEVOETSLUIS,"275,5956310693015"
HELMOND,"262,0894349434502"
HENDRIK-IDO-AMBACHT,"245,0784872227824"
HENGELO,"245,61453486554214"
HEUMEN,"232,02405027218404"
HEUSDEN,"251,9878285473981"
HILLEGOM,"263,3245208217479"
HILVARENBEEK,"257,6520084429247"
HILVERSUM,"262,0646122071116"
HOF VAN TWENTE,"271,4461498216504"
HOLLANDS KROON,"236,90327239006794"
HOOGEVEEN,"290,9977683100392"
HOORN,"227,61219038442988"
HORST AAN DE MAAS,"280,49467724761814"
HOUTEN,"210,006949457959"
HUIZEN,"244,64040724121804"
HULST,"299,95425790501525"
IJSSELSTEIN,"248,24732079905985"
KAAG EN BRAASSEM,"224,51419638333527"
KAMPEN,"239,06275242958688"
KAPELLE,"230,19242257468375"
KATWIJK,"258,8863610707891"
KERKRADE,"344,7496059741435"
KOGGENLAND,"186,7004921447503"
KOLLUMERLAND CA,"266,7817844624137"
KORENDIJK,"263,2075178741467"
KRIMPEN AAN DEN IJSSEL,"270,02186861642"
KRIMPENERWAARD,"237,44434812789223"
LAARBEEK,"266,0544158715651"
LANDERD,"256,8112349748667"
LANDGRAAF,"326,31565164880914"
LANDSMEER,"245,2567996614922"
LANGEDIJK,"201,26450163779597"
LANSINGERLAND,"199,45183634362448"
LAREN,"268,01454371603"
LEEK,"235,76332397092241"
LEERDAM,"296,85481582859524"
LEEUWARDEN,"246,01045956547608"
LEIDEN,"232,60177097805092"
LEIDERDORP,"259,12904045845414"
LEIDSCHENDAM-VOORBURG,"280,60989844320954"
LELYSTAD,"274,61395875939155"
LEUDAL,"258,627633318865"
LEUSDEN,"231,90124717774148"
LINGEWAAL,"215,3904491643042"
LINGEWAARD,"232,44249378435975"
LISSE,"233,7896633256395"
LOCHEM,"245,01241316365702"
LOON OP ZAND,"278,892914227373"
LOPIK,"207,57777682083076"
LOPPERSUM,"292,6672795836628"
LOSSER,"254,39003318541995"
MAASDRIEL,"225,6117195995746"
MAASGOUW,"306,8161308060278"
MAASSLUIS,"280,5751294539588"
MAASTRICHT,"331,03895755832986"
MARUM,"252,56605677756346"
MEDEMBLIK,"226,88649926673855"
MEERSSEN,"341,89583628277296"
MEIERIJSTAD,"252,4810519591452"
MEPPEL,"270,0318938585348"
MIDDELBURG,"244,935295062621"
MIDDEN-DELFLAND,"198,16156649991223"
MIDDEN-DRENTHE,"258,0884583807937"
MIDDEN-GRONINGEN,"296,0957049522808"
MILL EN SINT HUBERT,"274,4773485443951"
MOERDIJK,"270,0502746253544"
MOLENWAARD,"212,7868098699548"
MONTFERLAND,"293,7905235334347"
MONTFOORT,"199,64740065814348"
MOOK EN MIDDELAAR,"232,25641755313723"
NEDER-BETUWE,"289,3582933029253"
NEDERWEERT,"261,4434798210154"
NEERIJNEN,"212,28374764646497"
NIEUWEGEIN,"268,0953357864883"
NIEUWKOOP,"225,26297423680634"
NIJKERK,"225,57799766334054"
NIJMEGEN,"243,9560346321993"
NISSEWAARD,"304,0298332703327"
NOORD-BEVELAND,"304,0874946914288"
NOORDENVELD,"244,37023464540215"
NOORDOOSTPOLDER,"229,28110165906847"
NOORDWIJK,"237,26766065362662"
NOORDWIJKERHOUT,"251,55859837907346"
NUENEN CA,"243,76691962629727"
NUNSPEET,"250,441375192686"
NUTH,"314,72468874196414"
OEGSTGEEST,"234,03970425863616"
OIRSCHOT,"248,80919709007267"
OISTERWIJK,"303,2904320411655"
OLDAMBT,"342,79908362226956"
OLDEBROEK,"236,6225306833982"
OLDENZAAL,"252,69320487101436"
OLST-WIJHE,"235,83549709995629"
OMMEN,"230,9803138945704"
ONDERBANKEN,"283,51126198497025"
OOST GELRE,"248,98848443734414"
OOSTERHOUT,"264,0398730535359"
OOSTSTELLINGWERF,"265,56478985050205"
OOSTZAAN,"237,5774800817104"
OPMEER,"222,33146689042871"
OPSTERLAND,"232,47079518812996"
OSS,"277,24023470519916"
OUD-BEIJERLAND,"248,86843858469896"
OUDE IJSSELSTREEK,"269,19147685450633"
OUDER-AMSTEL,"235,05495745133624"
OUDEWATER,"246,6272048488311"
OVERBETUWE,"246,67752464720866"
PAPENDRECHT,"264,93368088342027"
PEEL EN MAAS,"260,9687193015091"
PEKELA,"344,15222951975346"
PIJNACKER-NOOTDORP,"210,00281597830443"
PURMEREND,"280,2079492172266"
PUTTEN,"246,6657606375349"
RAALTE,"240,6521510279308"
REIMERSWAAL,"252,1160589131827"
RENKUM,"294,0332154592932"
RENSWOUDE,"212,0528426993305"
REUSEL-DE MIERDEN,"239,63797962263186"
RHEDEN,"276,99940646069143"
RHENEN,"227,4164057351568"
RIDDERKERK,"273,7973836786719"
RIJSSEN-HOLTEN,"256,18115758958965"
RIJSWIJK,"313,38274193675636"
ROERDALEN,"303,9379865786262"
ROERMOND,"299,3185344704336"
ROOSENDAAL,"295,57286612201744"
ROTTERDAM,"288,56434016624195"
ROZENDAAL,"199,10417238351346"
RUCPHEN,"340,8925933419649"
S GRAVENHAGE,"292,4476345107804"
S HERTOGENBOSCH,"254,13405862057985"
SCHAGEN,"224,8672463340916"
SCHERPENZEEL,"228,35608350747623"
SCHIEDAM,"277,249741925306"
SCHIERMONNIKOOG,"238,28598108253595"
SCHINNEN,"276,0847945024819"
SCHOUWEN-DUIVELAND,"291,1626207517893"
SIMPELVELD,"271,95223822596387"
SINT ANTHONIS,"223,29943228122772"
SINT-MICHIELSGESTEL,"241,78948400203507"
SITTARD-GELEEN,"331,9752972951253"
SLIEDRECHT,"285,286225243951"
SLUIS,"303,77582824948405"
SMALLINGERLAND,"262,3534295074036"
SOEST,"250,9913167448847"
SOMEREN,"237,91772443175188"
SON EN BREUGEL,"281,0664747914116"
STADSKANAAL,"326,7829873664615"
STAPHORST,"181,2064359293163"
STEDE BROEC,"230,5237129212111"
STEENBERGEN,"295,3429039542026"
STEENWIJKERLAND,"251,2790283656527"
STEIN,"298,1142697188602"
STICHTSE VECHT,"251,61289662728893"
STRIJEN,"287,5304326077485"
SUDWEST-FRYSLAN,"236,49791130051935"
TEN BOER,"220,1795308606092"
TERNEUZEN,"303,2454507939723"
TERSCHELLING,"218,8470566719052"
TEXEL,"263,5801053873237"
TEYLINGEN,"226,87725563548724"
THOLEN,"288,8690555568451"
TIEL,"252,9554246917436"
TILBURG,"273,60589056044904"
TUBBERGEN,"234,17597000626833"
TWENTERAND,"263,135098724823"
TYNAARLO,"247,70616335404628"
TYTSJERKSTERADIEL,"232,34836618013222"
UDEN,"266,2464541018395"
UITGEEST,"217,7507981058086"
UITHOORN,"238,94680455977115"
URK,"181,65700682561902"
UTRECHT,"221,11226877631816"
UTRECHTSE HEUVELRUG,"259,89145015791485"
VAALS,"345,0623586893415"
VALKENBURG AAN DE GEUL,"308,2798120845136"
VALKENSWAARD,"294,0473841049735"
VEENDAM,"306,8563845978167"
VEENENDAAL,"266,0056856319974"
VEERE,"234,00529107127682"
VELDHOVEN,"249,24422643767048"
VELSEN,"262,7537846037749"
VENLO,"315,5981896287517"
VENRAY,"268,694719268739"
VIANEN,"254,1807826826006"
VLAARDINGEN,"283,68667468406056"
VLIELAND,"241,3965722043102"
VLISSINGEN,"290,143910037633"
VOERENDAAL,"296,80630300365135"
VOORSCHOTEN,"255,3508030829927"
VOORST,"270,02233243723975"
VUGHT,"246,83663742124327"
WAADHOEKE,"246,62254436764766"
WAALRE,"259,0433048778729"
WAALWIJK,"274,07460090508266"
WADDINXVEEN,"244,50418845864408"
WAGENINGEN,"226,66315244749214"
WASSENAAR,"265,53664302406287"
WATERLAND,"269,80630442877873"
WEERT,"289,8260311543059"
WEESP,"225,6755801288713"
WERKENDAM,"252,3799103787533"
WEST MAAS EN WAAL,"238,78904237385225"
WESTERVELD,"261,26199450337884"
WESTERVOORT,"260,6074697740119"
WESTERWOLDE,"325,25882206197247"
WESTLAND,"238,5401065834057"
WESTSTELLINGWERF,"262,1852788610002"
WESTVOORNE,"282,6640980542171"
WIERDEN,"232,45980294982326"
WIJCHEN,"242,29745434645375"
WIJDEMEREN,"250,8113996906812"
WIJK BIJ DUURSTEDE,"226,8208403718978"
WINSUM,"260,4018194103755"
WINTERSWIJK,"274,0145225764283"
WOENSDRECHT,"274,2043352626669"
WOERDEN,"255,24129533078943"
WORMERLAND,"227,2767597154222"
WOUDENBERG,"213,32553489774787"
WOUDRICHEM,"255,558098196686"
ZAANSTAD,"252,25866593448305"
ZALTBOMMEL,"230,5666563298168"
ZANDVOORT,"373,209100445048"
ZEDERIK,"256,64681836339156"
ZEEWOLDE,"197,37490445370025"
ZEIST,"249,07008879590165"
ZEVENAAR,"259,9258195971272"
ZOETERMEER,"257,35504884560316"
ZOETERWOUDE,"220,8353376870134"
ZUIDHORN,"222,06007601671556"
ZUIDPLAS,"227,38693179208025"
ZUNDERT,"266,204810793994"
ZUTPHEN,"262,2008933021679"
ZWARTEWATERLAND,"215,47371332363653"
ZWIJNDRECHT,"302,95393993394816"
ZWOLLE,"229,91269989492096"
