GEMEENTENAAM,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN
OISTERWIJK,"292,5996131718568"
OLDAMBT,"367,4062858072642"
OLDEBROEK,"235,40252154506797"
OLDENZAAL,"251,1004474562276"
OLST-WIJHE,"250,79421171230493"
OMMEN,"222,3454747880468"
ONDERBANKEN,"286,3245652645288"
OOST GELRE,"257,5325605315135"
OOSTERHOUT,"272,86440756034864"
OOSTSTELLINGWERF,"282,60426455379917"
OOSTZAAN,"243,6982560751912"
OPMEER,"216,80507159788692"
OPSTERLAND,"247,9245358778948"
OSS,"286,4619596708772"
OUD-BEIJERLAND,"271,30716817145344"
OUDE IJSSELSTREEK,"275,989995710883"
OUDER-AMSTEL,"226,96098706428654"
OUDEWATER,"247,8605535138051"
OVERBETUWE,"256,9368833189695"
PAPENDRECHT,"271,24483191866153"
PEEL EN MAAS,"260,9404089021623"
PEKELA,"361,7198474878543"
PIJNACKER-NOOTDORP,"211,31925059568985"
PURMEREND,"290,6488481710769"
PUTTEN,"258,6254862406459"
RAALTE,"250,221848288991"
REIMERSWAAL,"255,45184176276518"
RENKUM,"300,1781846152361"
RENSWOUDE,"211,1108031985364"
REUSEL-DE MIERDEN,"229,70491461512654"
RHEDEN,"290,4528559251758"
RHENEN,"239,64969253965864"
RIDDERKERK,"290,9631522453992"
RIJSSEN-HOLTEN,"265,3414364514101"
RIJSWIJK,"312,4762958315242"
ROERDALEN,"328,59378230337285"
ROERMOND,"306,8175233758183"
ROOSENDAAL,"300,10159691887907"
ROTTERDAM,"299,34510276099144"
ROZENDAAL,"190,76050357366097"
RUCPHEN,"343,17321203358296"
S GRAVENHAGE,"299,220449647923"
S HERTOGENBOSCH,"263,9993050255971"
SCHAGEN,"240,67916962834624"
SCHERPENZEEL,"214,29067842002644"
SCHIEDAM,"284,8695924055723"
SCHIERMONNIKOOG,"239,53484829955414"
SCHINNEN,"279,925084725655"
SCHOUWEN-DUIVELAND,"298,16337351414944"
SIMPELVELD,"279,42896492133497"
SINT ANTHONIS,"227,17069206545344"
SINT-MICHIELSGESTEL,"251,24689576592985"
SITTARD-GELEEN,"332,2545628719783"
SLIEDRECHT,"296,39130518959576"
SLUIS,"303,40874104920675"
SMALLINGERLAND,"271,5343481450669"
SOEST,"258,0302307220939"
SOMEREN,"233,58042220486425"
SON EN BREUGEL,"265,783281511556"
STADSKANAAL,"352,57907732626643"
STAPHORST,"191,5268711305067"
STEDE BROEC,"241,83289307039868"
STEENBERGEN,"300,16519312922935"
STEENWIJKERLAND,"262,98432190751726"
STEIN,"303,00199041257144"
STICHTSE VECHT,"258,18102649967534"
STRIJEN,"295,38363520263397"
SUDWEST-FRYSLAN,"241,52637352326624"
TEN BOER,"240,37580132455744"
TERNEUZEN,"309,3054061294855"
TERSCHELLING,"232,76220281316125"
TEXEL,"262,0087785179259"
TEYLINGEN,"235,3727751803482"
THOLEN,"284,05985079769926"
TIEL,"268,49041900098587"
TILBURG,"272,36502734030245"
TUBBERGEN,"237,7545445197752"
TWENTERAND,"273,0620987562863"
TYNAARLO,"254,98191855033525"
TYTSJERKSTERADIEL,"238,90313886976284"
UDEN,"268,5875992359825"
UITGEEST,"223,18531916178515"
UITHOORN,"248,55520199330627"
URK,"180,71246503264328"
UTRECHT,"223,08648744086966"
UTRECHTSE HEUVELRUG,"255,29340329885162"
VAALS,"351,5826762532348"
VALKENBURG AAN DE GEUL,"306,355456399765"
VALKENSWAARD,"292,1709672340733"
VEENDAM,"313,7112477291789"
VEENENDAAL,"270,686397834797"
VEERE,"234,73707863208796"
VELDHOVEN,"246,92104825431463"
VELSEN,"255,54432698238486"
VENLO,"331,95725882371426"
VENRAY,"281,90037300791033"
VIANEN,"258,8088156389256"
VLAARDINGEN,"298,77704965057575"
VLIELAND,"295,125354262045"
VLISSINGEN,"314,40674434216453"
VOERENDAAL,"291,5454065872706"
VOORSCHOTEN,"254,83283785365526"
VOORST,"271,73148788521735"
VUGHT,"243,29045013611838"
WAADHOEKE,"267,21499378159336"
WAALRE,"246,94760555609483"
WAALWIJK,"278,72378728784497"
WADDINXVEEN,"251,93059102926026"
WAGENINGEN,"231,13474429338117"
WASSENAAR,"274,4415867807106"
WATERLAND,"260,3221850742459"
WEERT,"300,2444994271169"
WEESP,"233,0482849077524"
WERKENDAM,"258,8461543173343"
WEST MAAS EN WAAL,"244,69986779310028"
WESTERVELD,"258,9313665724904"
WESTERVOORT,"266,91157263957325"
WESTERWOLDE,"345,75228488438273"
WESTLAND,"236,87261760155977"
WESTSTELLINGWERF,"271,13590537823427"
WESTVOORNE,"309,56476526293875"
WIERDEN,"251,384875209217"
WIJCHEN,"272,8702131767578"
WIJDEMEREN,"257,66373376083584"
WIJK BIJ DUURSTEDE,"239,05148917522763"
WINSUM,"285,4794738421085"
WINTERSWIJK,"295,136901936356"
WOENSDRECHT,"288,4620767080625"
WOERDEN,"253,19416084630603"
WORMERLAND,"230,62475854012206"
WOUDENBERG,"208,46093460195107"
WOUDRICHEM,"250,92554173037374"
ZAANSTAD,"261,3365573535739"
ZALTBOMMEL,"242,4702636908111"
ZANDVOORT,"311,31482575699465"
ZEDERIK,"250,32762658548663"
ZEEWOLDE,"196,565489303288"
ZEIST,"268,0075411819822"
ZEVENAAR,"270,34470709079784"
ZOETERMEER,"271,9404544823031"
ZOETERWOUDE,"227,01073530682004"
ZUIDHORN,"241,69607599439422"
ZUIDPLAS,"241,37739520501668"
ZUNDERT,"253,88098383147573"
ZUTPHEN,"282,6180515518773"
ZWARTEWATERLAND,"217,04282675002736"
ZWIJNDRECHT,"320,7753994660695"
ZWOLLE,"229,92390034556954"
